Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Last three digits of the ID;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1.0;17.0;1.0;9853.0;1.0;1.0;108.0;1.0;19.0;1.0;5.0;5.0;107.3;0.0;0.0;0.0;1.0;0.0;0.0;83;20.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;15.5;2.8;-4.06;Dropout
1.0;17.0;4.0;9238.0;1.0;1.0;133.1;1.0;1.0;19.0;9.0;5.0;95.0;1.0;0.0;0.0;1.0;0.0;1.0;41;19.0;0.0;0.0;6.0;12.0;6.0;11.666666666666666;0.0;0.0;6.0;7.0;0.0;0.0;0.0;15.5;2.8;-4.06;Dropout
;1.0;2.0;9085.0;1.0;1.0;122.0;1.0;3.0;1.0;4.0;7.0;116.1;1.0;0.0;0.0;1.0;0.0;0.0;79;18.0;0.0;0.0;6.0;13.0;6.0;13.153846153846152;0.0;0.0;6.0;12.0;3.0;11.0;;15.5;2.8;;Graduate
1.0;1.0;4.0;9070.0;1.0;1.0;143.0;1.0;1.0;1.0;9.0;7.0;134.6;1.0;0.0;0.0;1.0;0.0;1.0;68;18.0;0.0;0.0;6.0;6.0;6.0;14.5;0.0;0.0;6.0;6.0;6.0;12.833333333333334;0.0;12.4;0.5;1.79;Dropout
1.0;17.0;6.0;9500.0;1.0;1.0;135.0;1.0;19.0;19.0;7.0;7.0;128.0;1.0;0.0;0.0;1.0;0.0;1.0;70;18.0;0.0;0.0;7.0;7.0;7.0;14.44142857142857;0.0;0.0;8.0;8.0;8.0;13.65625;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;2.0;9773.0;1.0;1.0;148.0;1.0;3.0;;2.0;6.0;144.2;1.0;0.0;0.0;1.0;0.0;0.0;94;18.0;0.0;0.0;6.0;6.0;6.0;15.166666666666666;0.0;0.0;6.0;7.0;6.0;14.285714285714286;0.0;12.4;0.5;1.79;Graduate
1.0;17.0;1.0;9147.0;1.0;1.0;134.0;1.0;19.0;38.0;4.0;8.0;129.5;0.0;0.0;0.0;;0.0;1.0;81;18.0;0.0;0.0;5.0;5.0;5.0;;0.0;0.0;5.0;12.0;4.0;12.625;0.0;10.8;1.4;1.74;Graduate
1.0;17.0;1.0;9773.0;1.0;1.0;122.0;1.0;1.0;1.0;4.0;7.0;116.8;1.0;0.0;1.0;1.0;0.0;0.0;6;18.0;0.0;0.0;6.0;6.0;6.0;11.666666666666666;0.0;0.0;6.0;6.0;6.0;12.333333333333334;0.0;16.2;0.3;-0.92;Graduate
1.0;;1.0;9003.0;1.0;39.0;160.0;1.0;37.0;38.0;9.0;6.0;160.0;0.0;0.0;0.0;1.0;0.0;1.0;42;20.0;0.0;0.0;6.0;8.0;6.0;12.625;0.0;0.0;6.0;10.0;6.0;13.2;0.0;16.2;0.3;-0.92;Graduate
1.0;16.0;2.0;9238.0;1.0;1.0;126.0;1.0;38.0;37.0;3.0;5.0;127.1;1.0;0.0;0.0;1.0;0.0;1.0;66;19.0;0.0;0.0;6.0;14.0;;12.666666666666666;0.0;0.0;6.0;7.0;6.0;11.0;0.0;9.4;-0.8;-3.12;Graduate
1.0;17.0;1.0;9130.0;1.0;1.0;138.0;1.0;2.0;19.0;2.0;6.0;126.3;1.0;0.0;0.0;1.0;0.0;1.0;53;18.0;0.0;0.0;6.0;7.0;6.0;12.833333333333334;1.0;0.0;6.0;8.0;6.0;13.0;0.0;8.9;1.4;3.51;Enrolled
1.0;1.0;1.0;9238.0;1.0;;115.0;1.0;38.0;38.0;8.0;7.0;112.9;1.0;0.0;0.0;1.0;0.0;1.0;31;19.0;0.0;0.0;6.0;7.0;6.0;11.857142857142858;0.0;0.0;6.0;8.0;6.0;13.142857142857142;0.0;12.4;0.5;1.79;Graduate
1.0;17.0;2.0;9853.0;1.0;1.0;141.0;1.0;3.0;1.0;1.0;5.0;130.2;1.0;0.0;0.0;1.0;0.0;0.0;6;19.0;0.0;0.0;6.0;8.0;5.0;11.4;1.0;0.0;6.0;7.0;4.0;10.75;0.0;12.7;3.7;-1.7;Enrolled
1.0;43.0;1.0;9130.0;1.0;1.0;100.0;41.0;3.0;4.0;3.0;2.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;11;19.0;1.0;0.0;5.0;10.0;5.0;14.857142857142858;2.0;0.0;5.0;7.0;5.0;15.142857142857142;0.0;9.4;-0.8;-3.12;Enrolled
1.0;1.0;1.0;9670.0;1.0;1.0;130.0;1.0;19.0;19.0;7.0;7.0;121.6;0.0;0.0;;1.0;0.0;0.0;51;19.0;0.0;0.0;6.0;7.0;6.0;14.714285714285714;0.0;0.0;6.0;6.0;6.0;;0.0;12.4;0.5;1.79;Graduate
1.0;15.0;1.0;9670.0;1.0;1.0;130.0;26.0;42.0;1.0;2.0;7.0;130.0;0.0;1.0;1.0;1.0;0.0;;87;20.0;1.0;0.0;6.0;6.0;6.0;13.5;0.0;0.0;6.0;9.0;5.0;13.0;0.0;8.9;1.4;3.51;Graduate
1.0;18.0;1.0;9130.0;1.0;1.0;135.0;1.0;38.0;19.0;9.0;5.0;121.7;1.0;0.0;0.0;1.0;0.0;1.0;50;18.0;0.0;0.0;5.0;7.0;4.0;11.5;0.0;0.0;5.0;5.0;5.0;12.4;0.0;10.8;1.4;1.74;Graduate
1.0;7.0;1.0;9147.0;1.0;3.0;120.0;1.0;1.0;39.0;4.0;7.0;120.0;0.0;0.0;0.0;1.0;0.0;0.0;74;33.0;0.0;2.0;5.0;9.0;2.0;14.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;12.4;0.5;1.79;Dropout
1.0;;1.0;9853.0;1.0;1.0;148.0;1.0;19.0;19.0;;5.0;143.5;0.0;0.0;0.0;1.0;0.0;1.0;64;19.0;0.0;0.0;7.0;8.0;6.0;12.833333333333334;0.0;0.0;6.0;6.0;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
1.0;17.0;2.0;9556.0;1.0;1.0;136.0;1.0;1.0;1.0;9.0;9.0;128.3;0.0;0.0;0.0;1.0;0.0;1.0;77;18.0;0.0;0.0;7.0;7.0;7.0;13.428571428571429;0.0;0.0;8.0;8.0;8.0;14.75;0.0;15.5;2.8;-4.06;Graduate
1.0;17.0;1.0;9070.0;1.0;1.0;108.0;1.0;19.0;1.0;4.0;3.0;111.9;0.0;0.0;0.0;1.0;0.0;0.0;89;19.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1.0;44.0;1.0;9003.0;1.0;39.0;140.0;1.0;38.0;38.0;6.0;3.0;140.0;0.0;0.0;0.0;1.0;0.0;0.0;35;19.0;0.0;0.0;6.0;18.0;3.0;11.666666666666666;0.0;0.0;6.0;14.0;4.0;11.5;0.0;15.5;2.8;-4.06;Enrolled
1.0;1.0;3.0;9773.0;1.0;1.0;153.0;1.0;3.0;1.0;2.0;8.0;137.6;1.0;0.0;0.0;;0.0;0.0;1;18.0;0.0;0.0;6.0;6.0;6.0;16.0;0.0;0.0;6.0;7.0;6.0;14.333333333333334;0.0;12.4;0.5;1.79;Graduate
1.0;1.0;1.0;9238.0;1.0;1.0;135.0;1.0;19.0;19.0;9.0;5.0;135.0;1.0;0.0;0.0;1.0;0.0;;58;20.0;0.0;0.0;6.0;6.0;6.0;13.833333333333334;0.0;0.0;6.0;6.0;6.0;11.833333333333334;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;5.0;9500.0;1.0;1.0;146.0;1.0;19.0;37.0;7.0;7.0;133.8;;0.0;0.0;1.0;0.0;0.0;58;19.0;0.0;0.0;8.0;9.0;8.0;13.2325;1.0;0.0;8.0;9.0;8.0;13.2325;1.0;9.4;-0.8;-3.12;Graduate
;1.0;2.0;9773.0;1.0;1.0;130.0;1.0;19.0;19.0;;9.0;126.9;1.0;0.0;0.0;1.0;1.0;1.0;72;18.0;0.0;0.0;6.0;6.0;6.0;14.0;0.0;0.0;6.0;6.0;6.0;14.166666666666666;0.0;9.4;-0.8;-3.12;Graduate
1.0;17.0;2.0;9254.0;1.0;1.0;113.0;1.0;;2.0;5.0;3.0;106.7;1.0;0.0;1.0;1.0;1.0;1.0;62;19.0;0.0;0.0;6.0;14.0;2.0;10.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
1.0;43.0;1.0;8014.0;0.0;1.0;145.7;22.0;37.0;37.0;9.0;9.0;;1.0;0.0;0.0;1.0;0.0;0.0;31;25.0;1.0;8.0;16.0;16.0;15.0;13.333333333333334;0.0;11.0;13.0;13.0;11.0;12.272727272727272;0.0;13.9;-0.3;0.79;Graduate
1.0;17.0;3.0;9070.0;1.0;1.0;145.0;1.0;3.0;3.0;4.0;4.0;153.1;1.0;0.0;0.0;1.0;0.0;1.0;10;20.0;0.0;0.0;6.0;6.0;6.0;12.5;0.0;0.0;6.0;6.0;6.0;14.333333333333334;0.0;12.7;3.7;-1.7;Enrolled
1.0;1.0;1.0;8014.0;0.0;1.0;126.0;1.0;38.0;37.0;5.0;5.0;118.7;0.0;0.0;0.0;1.0;0.0;0.0;43;19.0;0.0;0.0;6.0;6.0;6.0;12.5;0.0;0.0;6.0;6.0;6.0;11.5;0.0;12.7;3.7;-1.7;Graduate
1.0;17.0;1.0;9991.0;0.0;1.0;160.0;1.0;34.0;34.0;0.0;0.0;161.8;1.0;0.0;1.0;1.0;1.0;0.0;7;33.0;0.0;0.0;5.0;8.0;2.0;10.5;0.0;0.0;5.0;5.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1.0;18.0;4.0;9119.0;1.0;1.0;134.0;1.0;19.0;38.0;194.0;175.0;124.9;1.0;0.0;1.0;1.0;1.0;0.0;18;18.0;0.0;0.0;5.0;11.0;3.0;10.666666666666666;0.0;0.0;5.0;9.0;3.0;11.333333333333334;0.0;8.9;1.4;3.51;Enrolled
1.0;1.0;1.0;9119.0;1.0;1.0;163.0;1.0;19.0;37.0;5.0;8.0;150.8;1.0;0.0;0.0;1.0;1.0;0.0;39;18.0;0.0;0.0;5.0;9.0;4.0;10.5;0.0;0.0;5.0;11.0;2.0;10.5;3.0;7.6;2.6;0.32;Enrolled
1.0;15.0;1.0;9147.0;1.0;1.0;130.0;26.0;1.0;1.0;2.0;3.0;130.0;;0.0;0.0;1.0;0.0;0.0;19;19.0;1.0;0.0;5.0;10.0;4.0;12.0;0.0;0.0;5.0;6.0;5.0;11.4;0.0;11.1;0.6;2.02;Graduate
1.0;1.0;2.0;171.0;1.0;1.0;165.0;1.0;3.0;3.0;2.0;2.0;163.6;1.0;0.0;0.0;1.0;0.0;0.0;40;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.4;0.5;1.79;
1.0;43.0;1.0;9147.0;1.0;1.0;142.0;1.0;38.0;19.0;141.0;171.0;115.0;0.0;0.0;0.0;1.0;0.0;0.0;48;19.0;0.0;0.0;5.0;11.0;5.0;11.5;0.0;0.0;5.0;9.0;2.0;10.666666666666666;0.0;13.9;-0.3;0.79;Enrolled
1.0;1.0;1.0;9773.0;1.0;1.0;156.0;1.0;19.0;1.0;5.0;10.0;136.8;1.0;0.0;0.0;1.0;0.0;0.0;73;18.0;0.0;;6.0;6.0;6.0;14.0;0.0;0.0;6.0;6.0;6.0;13.5;0.0;11.1;0.6;2.02;Dropout
1.0;17.0;5.0;9853.0;1.0;1.0;141.0;1.0;3.0;19.0;2.0;7.0;130.9;1.0;0.0;0.0;1.0;0.0;0.0;85;18.0;0.0;0.0;6.0;7.0;6.0;13.5;0.0;0.0;6.0;8.0;5.0;12.6;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;3.0;;1.0;1.0;143.0;1.0;19.0;37.0;7.0;7.0;127.0;1.0;0.0;0.0;1.0;0.0;0.0;3;18.0;0.0;0.0;8.0;8.0;8.0;13.07375;0.0;0.0;8.0;8.0;8.0;13.07375;0.0;9.4;-0.8;-3.12;Graduate
2.0;39.0;1.0;9500.0;1.0;19.0;133.1;1.0;38.0;38.0;2.0;10.0;120.0;0.0;0.0;0.0;1.0;0.0;0.0;34;37.0;0.0;0.0;7.0;9.0;2.0;10.75;0.0;0.0;7.0;9.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1.0;1.0;1.0;9238.0;1.0;1.0;133.0;1.0;38.0;1.0;2.0;4.0;126.0;0.0;0.0;0.0;1.0;0.0;0.0;29;20.0;0.0;0.0;6.0;11.0;1.0;12.0;0.0;0.0;5.0;10.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Enrolled
1.0;1.0;1.0;9254.0;1.0;1.0;172.0;41.0;37.0;37.0;5.0;5.0;153.8;1.0;0.0;0.0;1.0;0.0;1.0;87;20.0;1.0;0.0;6.0;6.0;6.0;14.0;0.0;0.0;6.0;6.0;6.0;13.333333333333334;0.0;10.8;1.4;1.74;Graduate
1.0;15.0;1.0;9238.0;1.0;1.0;140.0;26.0;19.0;19.0;9.0;6.0;140.0;0.0;0.0;0.0;1.0;1.0;0.0;61;21.0;1.0;0.0;6.0;7.0;6.0;12.333333333333334;0.0;0.0;6.0;7.0;6.0;13.428571428571429;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;1.0;9500.0;1.0;1.0;142.0;1.0;38.0;1.0;5.0;4.0;136.6;0.0;0.0;0.0;1.0;0.0;1.0;8;18.0;0.0;0.0;7.0;7.0;7.0;13.464285714285714;0.0;0.0;8.0;9.0;8.0;14.788888888888888;0.0;12.4;0.5;1.79;
1.0;39.0;1.0;8014.0;0.0;1.0;140.0;1.0;19.0;1.0;9.0;8.0;105.0;0.0;0.0;0.0;1.0;0.0;0.0;40;26.0;0.0;0.0;6.0;14.0;3.0;10.666666666666666;1.0;0.0;6.0;9.0;5.0;11.2;0.0;15.5;;-4.06;Enrolled
1.0;39.0;1.0;;1.0;12.0;133.1;1.0;37.0;37.0;9.0;7.0;139.4;0.0;0.0;1.0;1.0;0.0;0.0;8;41.0;0.0;0.0;5.0;6.0;5.0;11.6;0.0;0.0;5.0;8.0;5.0;12.2;0.0;7.6;2.6;0.32;Enrolled
1.0;1.0;2.0;9773.0;1.0;1.0;148.0;1.0;19.0;1.0;3.0;9.0;140.0;1.0;0.0;;1.0;0.0;1.0;97;18.0;0.0;0.0;6.0;6.0;6.0;13.666666666666666;0.0;0.0;6.0;6.0;6.0;14.666666666666666;;16.2;0.3;-0.92;Graduate
1.0;1.0;4.0;9500.0;1.0;1.0;137.0;1.0;19.0;37.0;9.0;7.0;130.8;0.0;0.0;1.0;1.0;0.0;0.0;92;18.0;0.0;0.0;8.0;9.0;8.0;14.4025;1.0;0.0;8.0;9.0;8.0;14.4025;1.0;9.4;-0.8;-3.12;Graduate
1.0;1.0;1.0;9500.0;1.0;1.0;143.0;1.0;38.0;38.0;9.0;9.0;138.8;1.0;0.0;0.0;1.0;0.0;0.0;90;31.0;0.0;0.0;7.0;9.0;7.0;15.46875;0.0;0.0;8.0;8.0;8.0;16.3875;0.0;11.1;0.6;2.02;Graduate
1.0;1.0;1.0;9238.0;1.0;1.0;133.1;1.0;1.0;1.0;4.0;10.0;110.0;0.0;0.0;1.0;1.0;0.0;0.0;76;23.0;0.0;0.0;6.0;8.0;6.0;12.625;0.0;0.0;6.0;6.0;6.0;14.166666666666666;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;4.0;9500.0;1.0;1.0;138.0;1.0;37.0;19.0;9.0;9.0;127.8;1.0;0.0;0.0;1.0;0.0;0.0;46;19.0;0.0;0.0;7.0;7.0;6.0;14.983333333333334;0.0;0.0;7.0;7.0;6.0;14.983333333333334;0.0;7.6;2.6;0.32;Graduate
1.0;16.0;3.0;9773.0;1.0;1.0;138.0;1.0;37.0;38.0;4.0;9.0;134.2;1.0;0.0;0.0;1.0;0.0;1.0;80;20.0;0.0;0.0;6.0;6.0;6.0;15.0;0.0;0.0;6.0;6.0;6.0;13.0;0.0;11.1;0.6;2.02;Graduate
2.0;39.0;1.0;8014.0;0.0;1.0;150.0;1.0;37.0;37.0;7.0;5.0;143.0;0.0;0.0;0.0;1.0;0.0;0.0;8;40.0;0.0;5.0;9.0;9.0;9.0;15.88888888888889;0.0;3.0;;7.0;7.0;14.142857142857142;0.0;12.7;3.7;-1.7;Graduate
1.0;44.0;1.0;9085.0;1.0;39.0;120.0;1.0;;37.0;9.0;9.0;120.0;1.0;0.0;1.0;1.0;0.0;0.0;5;32.0;0.0;0.0;6.0;14.0;4.0;11.5;0.0;0.0;6.0;14.0;3.0;11.0;0.0;16.2;0.3;-0.92;Dropout
1.0;1.0;4.0;9254.0;;1.0;110.0;1.0;37.0;37.0;9.0;7.0;113.2;1.0;0.0;0.0;1.0;0.0;0.0;8;24.0;0.0;0.0;6.0;14.0;2.0;10.5;0.0;0.0;6.0;11.0;1.0;10.0;0.0;10.8;1.4;1.74;Dropout
1.0;17.0;4.0;9500.0;1.0;1.0;146.0;1.0;19.0;37.0;5.0;8.0;135.8;1.0;0.0;0.0;1.0;0.0;0.0;17;18.0;0.0;;7.0;7.0;6.0;13.983333333333334;0.0;0.0;7.0;7.0;6.0;13.983333333333334;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;;9238.0;1.0;1.0;148.0;1.0;37.0;37.0;9.0;9.0;143.5;0.0;0.0;0.0;1.0;0.0;0.0;98;18.0;0.0;0.0;6.0;6.0;6.0;13.0;0.0;0.0;6.0;6.0;6.0;12.833333333333334;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;1.0;9238.0;1.0;1.0;145.0;1.0;19.0;37.0;4.0;7.0;148.9;1.0;0.0;0.0;1.0;0.0;1.0;99;18.0;0.0;0.0;6.0;6.0;6.0;13.666666666666666;0.0;0.0;6.0;6.0;6.0;13.0;0.0;10.8;1.4;1.74;Graduate
1.0;39.0;1.0;9003.0;1.0;1.0;133.1;1.0;38.0;38.0;4.0;7.0;115.6;1.0;0.0;0.0;0.0;0.0;0.0;41;27.0;0.0;0.0;6.0;8.0;0.0;0.0;0.0;0.0;6.0;8.0;0.0;0.0;0.0;15.5;2.8;-4.06;Dropout
1.0;1.0;1.0;9147.0;1.0;1.0;160.0;1.0;38.0;37.0;9.0;5.0;159.3;0.0;0.0;0.0;1.0;0.0;0.0;92;18.0;0.0;0.0;5.0;5.0;5.0;14.4;0.0;0.0;5.0;5.0;5.0;15.4;0.0;7.6;2.6;0.32;Graduate
1.0;39.0;1.0;9991.0;0.0;1.0;150.0;1.0;19.0;37.0;9.0;8.0;138.5;0.0;0.0;0.0;1.0;0.0;0.0;22;26.0;0.0;0.0;5.0;10.0;4.0;12.0;0.0;0.0;5.0;9.0;4.0;11.25;0.0;12.7;3.7;-1.7;Enrolled
1.0;1.0;1.0;9853.0;1.0;1.0;130.0;1.0;19.0;12.0;9.0;4.0;133.2;1.0;0.0;0.0;1.0;0.0;0.0;76;19.0;0.0;0.0;6.0;6.0;6.0;14.166666666666666;0.0;0.0;6.0;7.0;6.0;13.666666666666666;0.0;7.6;2.6;0.32;Graduate
1.0;17.0;;8014.0;0.0;1.0;120.0;1.0;37.0;34.0;0.0;0.0;117.6;1.0;0.0;0.0;1.0;0.0;0.0;60;19.0;0.0;0.0;6.0;8.0;5.0;12.2;;0.0;6.0;7.0;6.0;12.0;0.0;7.6;2.6;0.32;Graduate
1.0;18.0;2.0;9147.0;1.0;1.0;115.0;1.0;1.0;37.0;5.0;5.0;108.7;1.0;0.0;0.0;1.0;0.0;0.0;74;21.0;0.0;0.0;5.0;8.0;3.0;12.0;1.0;0.0;5.0;9.0;3.0;12.666666666666666;0.0;9.4;-0.8;-3.12;Enrolled
1.0;1.0;4.0;9147.0;1.0;1.0;133.1;1.0;1.0;19.0;4.0;6.0;106.0;1.0;0.0;0.0;1.0;0.0;0.0;84;24.0;0.0;0.0;5.0;11.0;2.0;10.5;0.0;0.0;5.0;14.0;1.0;11.0;0.0;12.7;3.7;-1.7;Enrolled
1.0;17.0;1.0;9853.0;1.0;1.0;120.0;1.0;37.0;37.0;9.0;10.0;122.6;0.0;0.0;0.0;1.0;0.0;0.0;53;20.0;0.0;0.0;6.0;8.0;3.0;12.333333333333334;0.0;0.0;6.0;11.0;2.0;10.5;0.0;12.7;3.7;-1.7;Dropout
1.0;1.0;4.0;9853.0;1.0;1.0;134.0;1.0;19.0;1.0;5.0;9.0;127.4;1.0;0.0;0.0;1.0;0.0;0.0;93;18.0;0.0;0.0;6.0;7.0;5.0;12.2;0.0;0.0;6.0;7.0;5.0;12.2;0.0;10.8;1.4;1.74;Enrolled
1.0;39.0;1.0;9003.0;1.0;1.0;133.1;1.0;19.0;19.0;9.0;9.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;86;30.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;11.1;0.6;2.02;Dropout
1.0;1.0;1.0;9853.0;1.0;1.0;133.1;1.0;19.0;37.0;9.0;9.0;95.0;1.0;0.0;1.0;0.0;0.0;0.0;83;22.0;0.0;0.0;7.0;10.0;6.0;11.5;0.0;0.0;7.0;8.0;6.0;13.166666666666666;0.0;11.1;0.6;2.02;Enrolled
1.0;7.0;1.0;9147.0;1.0;;130.0;1.0;37.0;19.0;9.0;8.0;130.0;0.0;0.0;0.0;1.0;0.0;0.0;31;21.0;0.0;4.0;9.0;9.0;9.0;10.88888888888889;0.0;3.0;10.0;18.0;10.0;11.615384615384617;0.0;10.8;1.4;1.74;Graduate
1.0;39.0;1.0;9556.0;1.0;1.0;120.0;1.0;19.0;19.0;4.0;5.0;122.8;0.0;0.0;0.0;1.0;0.0;0.0;73;26.0;0.0;0.0;7.0;12.0;6.0;12.166666666666666;0.0;0.0;8.0;8.0;8.0;11.675;0.0;13.9;-0.3;0.79;Dropout
1.0;17.0;1.0;9147.0;1.0;1.0;115.0;1.0;19.0;19.0;7.0;7.0;115.0;1.0;0.0;0.0;1.0;0.0;0.0;95;23.0;0.0;0.0;5.0;7.0;2.0;10.0;1.0;0.0;5.0;9.0;1.0;12.0;0.0;9.4;-0.8;-3.12;Enrolled
1.0;17.0;1.0;9070.0;1.0;1.0;135.0;1.0;19.0;37.0;5.0;9.0;145.9;0.0;0.0;0.0;1.0;0.0;1.0;12;18.0;0.0;0.0;6.0;6.0;6.0;12.666666666666666;0.0;0.0;6.0;6.0;6.0;12.166666666666666;0.0;16.2;0.3;-0.92;Graduate
1.0;1.0;1.0;9070.0;1.0;1.0;133.1;1.0;1.0;37.0;5.0;9.0;143.0;1.0;0.0;1.0;1.0;0.0;0.0;26;21.0;0.0;0.0;6.0;9.0;5.0;11.4;0.0;0.0;6.0;8.0;5.0;12.2;0.0;12.7;3.7;-1.7;Dropout
1.0;43.0;1.0;171.0;1.0;1.0;145.0;1.0;19.0;38.0;9.0;9.0;100.0;0.0;0.0;0.0;1.0;0.0;1.0;79;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;13.9;-0.3;0.79;Dropout
1.0;17.0;3.0;9085.0;1.0;1.0;130.0;1.0;19.0;37.0;5.0;5.0;121.3;1.0;0.0;0.0;1.0;0.0;0.0;91;21.0;0.0;0.0;5.0;14.0;2.0;13.0;2.0;0.0;5.0;8.0;4.0;12.0;1.0;9.4;-0.8;-3.12;Enrolled
1.0;17.0;3.0;9853.0;1.0;;118.0;1.0;38.0;38.0;7.0;7.0;121.2;1.0;0.0;0.0;1.0;0.0;0.0;94;18.0;0.0;0.0;6.0;8.0;5.0;13.4;0.0;0.0;6.0;7.0;5.0;12.0;0.0;7.6;2.6;0.32;Enrolled
1.0;17.0;3.0;9853.0;1.0;1.0;138.0;1.0;37.0;37.0;5.0;9.0;125.1;1.0;1.0;0.0;1.0;0.0;1.0;53;19.0;0.0;0.0;;6.0;6.0;13.5;0.0;0.0;6.0;8.0;5.0;12.8;0.0;12.7;3.7;-1.7;Dropout
1.0;17.0;1.0;9254.0;1.0;1.0;122.0;1.0;1.0;1.0;4.0;9.0;112.9;1.0;0.0;0.0;1.0;;0.0;100;22.0;0.0;0.0;6.0;14.0;4.0;12.25;0.0;0.0;6.0;11.0;3.0;11.333333333333334;0.0;7.6;2.6;0.32;Enrolled
1.0;1.0;3.0;9238.0;1.0;1.0;126.0;1.0;38.0;19.0;5.0;8.0;120.8;1.0;0.0;0.0;;0.0;0.0;10;19.0;0.0;0.0;6.0;7.0;6.0;12.285714285714286;0.0;0.0;6.0;7.0;6.0;12.833333333333334;0.0;12.4;0.5;1.79;Graduate
1.0;1.0;5.0;9085.0;1.0;1.0;121.0;1.0;38.0;37.0;9.0;8.0;114.0;1.0;0.0;0.0;0.0;0.0;0.0;37;19.0;0.0;0.0;5.0;12.0;0.0;0.0;4.0;0.0;5.0;8.0;0.0;0.0;1.0;9.4;-0.8;-3.12;Dropout
1.0;17.0;1.0;9238.0;1.0;1.0;152.0;1.0;37.0;37.0;7.0;5.0;132.1;1.0;0.0;0.0;1.0;0.0;0.0;86;19.0;0.0;0.0;6.0;10.0;2.0;10.5;0.0;0.0;6.0;11.0;1.0;13.0;0.0;9.4;-0.8;-3.12;Dropout
2.0;44.0;1.0;9085.0;1.0;39.0;160.0;1.0;37.0;37.0;192.0;192.0;160.0;0.0;0.0;0.0;;0.0;0.0;83;27.0;0.0;0.0;5.0;12.0;3.0;14.0;2.0;0.0;5.0;8.0;5.0;12.0;1.0;9.4;-0.8;-3.12;Graduate
1.0;10.0;1.0;9085.0;1.0;1.0;134.0;1.0;37.0;37.0;5.0;5.0;134.0;1.0;0.0;0.0;1.0;0.0;0.0;12;22.0;0.0;2.0;5.0;7.0;5.0;;0.0;0.0;5.0;10.0;;12.2;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;1.0;9773.0;1.0;1.0;128.0;1.0;37.0;1.0;9.0;7.0;124.2;1.0;0.0;0.0;1.0;0.0;0.0;90;18.0;0.0;0.0;6.0;8.0;5.0;13.0;0.0;;6.0;7.0;6.0;;;15.5;2.8;-4.06;Dropout
1.0;17.0;4.0;9254.0;1.0;1.0;125.0;1.0;38.0;38.0;5.0;5.0;115.6;1.0;0.0;0.0;1.0;0.0;0.0;9;20.0;0.0;0.0;6.0;6.0;6.0;11.0;0.0;0.0;6.0;8.0;4.0;12.75;0.0;9.4;-0.8;-3.12;Graduate
2.0;43.0;;9991.0;0.0;1.0;130.0;1.0;37.0;37.0;9.0;9.0;128.2;0.0;0.0;0.0;1.0;0.0;0.0;78;34.0;0.0;3.0;8.0;9.0;3.0;11.0;0.0;2.0;7.0;7.0;2.0;10.0;0.0;9.4;-0.8;-3.12;Dropout
1.0;17.0;2.0;9500.0;1.0;;138.0;;1.0;38.0;5.0;8.0;132.8;1.0;0.0;0.0;1.0;0.0;0.0;24;18.0;0.0;0.0;7.0;9.0;6.0;12.385714285714286;0.0;0.0;8.0;9.0;8.0;13.755555555555556;0.0;13.9;-0.3;0.79;Graduate
